time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,lastYearRptDt,lastYearEPS
time-not-supplied,FMS,Fresenius Medical Care Corporation,"$24,198,418,539",Jun/2021,$0.51,1,07/30/2020,$0.66
time-pre-market,IP,International Paper Company,"$24,068,461,608",Jun/2021,$1.06,6,07/30/2020,$0.77
time-after-hours,FTV,Fortive Corporation,"$23,893,132,260",Jun/2021,$0.60,5,07/28/2020,$0.68
time-not-supplied,EXPE,"Expedia Group, Inc.","$23,812,177,908",Jun/2021,($1.18),6,07/30/2020,($4.42)
time-not-supplied,CS,Credit Suisse Group,"$23,521,901,868",Jun/2021,,0,07/30/2020,$0.48
time-not-supplied,HIG,"Hartford Financial Services Group, Inc. (The)","$22,360,157,476",Jun/2021,$1.32,6,07/30/2020,$1.22
time-after-hours,EIX,Edison International,"$21,745,594,817",Jun/2021,$0.98,4,07/28/2020,$1
time-not-supplied,XYL,Xylem Inc.,"$21,743,622,824",Jun/2021,$0.63,7,07/30/2020,$0.40
time-pre-market,HBAN,Huntington Bancshares Incorporated,"$20,900,298,860",Jun/2021,$0.32,8,07/23/2020,$0.13
time-after-hours,ESS,"Essex Property Trust, Inc.","$20,834,100,622",Jun/2021,$2.98,7,08/03/2020,$3.16
time-pre-market,FTS,Fortis Inc.,"$20,813,196,000",Jun/2021,$0.49,3,07/30/2020,$0.40
time-not-supplied,BIO.B,"Bio-Rad Laboratories, Inc.","$20,097,880,353",Jun/2021,,0,NA,$1.61
time-pre-market,TW,Tradeweb Markets Inc.,"$20,094,394,724",Jun/2021,$0.37,3,07/30/2020,$0.29
time-pre-market,PCG,Pacific Gas & Electric Co.,"$19,831,205,972",Jun/2021,$0.28,2,07/30/2020,$1.03
time-not-supplied,BIO,"Bio-Rad Laboratories, Inc.","$19,779,112,047",Jun/2021,$1.90,1,07/30/2020,$1.61
time-not-supplied,TFX,Teleflex Incorporated,"$19,569,774,564",Jun/2021,$2.86,5,07/30/2020,$1.93
time-pre-market,NVCR,NovoCure Limited,"$19,491,351,412",Jun/2021,$0.02,6,07/30/2020,$0.02
time-pre-market,CMS,CMS Energy Corporation,"$17,367,573,600",Jun/2021,$0.41,4,08/03/2020,$0.49
time-pre-market,CG,The Carlyle Group Inc.,"$16,501,809,362",Jun/2021,$0.57,6,07/30/2020,$0.53
time-after-hours,ZEN,"Zendesk, Inc.","$16,443,668,713",Jun/2021,($0.21),6,07/30/2020,($0.16)
time-pre-market,PPD,"PPD, Inc.","$16,067,202,131",Jun/2021,$0.34,3,08/04/2020,($0.03)
time-pre-market,CLVT,Clarivate Plc,"$15,958,854,166",Jun/2021,$0.17,2,07/30/2020,$0.17
time-pre-market,WAB,Westinghouse Air Brake Technologies Corporation,"$15,654,678,000",Jun/2021,$0.97,6,07/28/2020,$0.87
time-not-supplied,ATUS,"Altice USA, Inc.","$15,592,312,645",Jun/2021,$0.47,13,07/30/2020,$0.19
time-after-hours,LBTYB,Liberty Global plc,"$15,260,223,697",Jun/2021,,0,NA,($0.86)
time-pre-market,LKQ,LKQ Corporation,"$15,256,052,593",Jun/2021,$0.74,8,07/30/2020,$0.53
time-pre-market,TXT,Textron Inc.,"$15,052,524,873",Jun/2021,$0.63,4,07/30/2020,$0.13
time-pre-market,MAS,Masco Corporation,"$14,810,942,322",Jun/2021,$1.04,5,07/30/2020,$0.84
time-after-hours,LBTYK,Liberty Global plc,"$14,755,715,036",Jun/2021,,0,NA,($0.86)
time-after-hours,LBTYA,Liberty Global plc,"$14,744,502,487",Jun/2021,,0,08/03/2020,($0.86)
time-not-supplied,TAL,TAL Education Group,"$13,877,838,388",May/2021,$0.08,1,07/30/2020,$0.13
time-pre-market,TAP.A,Molson Coors Beverage Company,"$13,790,506,285",Jun/2021,,0,NA,$1.56
time-after-hours,CPT,Camden Property Trust,"$13,764,459,956",Jun/2021,$1.26,8,07/30/2020,$1.09
time-after-hours,MHK,"Mohawk Industries, Inc.","$13,556,115,926",Jun/2021,$3.65,5,08/06/2020,$0.37
time-not-supplied,DVA,DaVita Inc.,"$12,899,052,000",Jun/2021,$2.14,4,07/30/2020,$1.95
time-not-supplied,TPL,Texas Pacific Land Corporation,"$11,851,794,175",Jun/2021,$7.33,2,07/30/2020,$3.56
time-not-supplied,MPW,"Medical Properties Trust, Inc.","$11,805,174,000",Jun/2021,$0.43,7,07/30/2020,$0.38
time-not-supplied,HST,Host Hotels ,"$11,692,785,749",Jun/2021,$0.03,9,07/30/2020,($0.26)
time-pre-market,AOS,A.O Smith Corporation,"$11,397,206,798",Jun/2021,$0.65,7,07/30/2020,$0.45
time-not-supplied,FND,"Floor & Decor Holdings, Inc.","$11,285,362,863",Jun/2021,$0.61,8,07/30/2020,$0.13
time-pre-market,TAP,Molson Coors Beverage Company,"$11,212,446,242",Jun/2021,$1.39,6,07/30/2020,$1.55
time-after-hours,LPLA,LPL Financial Holdings Inc.,"$10,927,433,684",Jun/2021,$1.63,3,07/30/2020,$1.42
time-not-supplied,KL,Kirkland Lake Gold Ltd.,"$10,918,347,889",Jun/2021,$0.85,3,07/30/2020,$0.79
time-not-supplied,GRFS,"Grifols, S.A.","$10,890,566,165",Jun/2021,$0.27,1,07/30/2020,$0.35
time-after-hours,GLPI,"Gaming and Leisure Properties, Inc.","$10,838,720,511",Jun/2021,$0.83,5,07/30/2020,$0.84
time-not-supplied,DECK,Deckers Outdoor Corporation,"$10,819,544,077",Jun/2021,($0.25),5,07/30/2020,($0.28)
time-pre-market,MMP,Magellan Midstream Partners L.P.,"$10,541,181,837",Jun/2021,$0.94,5,07/30/2020,$0.65
time-pre-market,ARES,Ares Management Corporation,"$10,377,958,137",Jun/2021,$0.50,5,08/05/2020,$0.39
time-not-supplied,HUBB,Hubbell Inc,"$10,260,893,366",Jun/2021,$2.15,3,07/30/2020,$1.87
time-after-hours,PFPT,"Proofpoint, Inc.","$9,987,862,491",Jun/2021,($0.37),3,07/30/2020,($0.02)
time-pre-market,AGCO,AGCO Corporation,"$9,699,994,990",Jun/2021,$2.21,8,07/30/2020,$1.11
time-after-hours,CUBE,CubeSmart,"$9,666,760,752",Jun/2021,$0.47,6,08/06/2020,$0.41
time-after-hours,ERIE,Erie Indemnity Company,"$9,656,369,923",Jun/2021,$1.51,1,07/30/2020,$1.57
time-not-supplied,BCH,Banco De Chile,"$9,227,910,349",Jun/2021,$0.40,2,07/30/2020,$0.27
time-after-hours,ATR,"AptarGroup, Inc.","$9,101,520,021",Jun/2021,$0.96,7,07/30/2020,$0.80
time-pre-market,KIM,Kimco Realty Corporation,"$9,090,825,822",Jun/2021,$0.31,11,08/07/2020,$0.24
time-not-supplied,BLDR,"Builders FirstSource, Inc.","$8,767,962,028",Jun/2021,$1.23,6,07/30/2020,$0.67
time-not-supplied,WEX,WEX Inc.,"$8,592,560,519",Jun/2021,$1.74,5,07/30/2020,$0.94
time-pre-market,BSAC,Banco Santander Chile,"$8,579,009,904",Jun/2021,$0.48,2,07/30/2020,$0.28
time-pre-market,NLSN,Nielsen N.V.,"$8,492,797,033",Jun/2021,$0.34,3,08/05/2020,$0.39
time-not-supplied,FLEX,Flex Ltd.,"$8,413,539,971",Jun/2021,$0.30,1,07/30/2020,$0.10
time-pre-market,OSK,Oshkosh Corporation,"$8,360,970,970",Jun/2021,$2.26,11,07/30/2020,$1.29
time-not-supplied,ARW,"Arrow Electronics, Inc.","$8,276,980,529",Jun/2021,$2.91,4,07/30/2020,$1.59
time-not-supplied,TPX,"Tempur Sealy International, Inc.","$7,813,059,697",Jun/2021,$0.59,8,07/30/2020,$0.17
time-after-hours,AIRC,Apartment Income REIT Corp.,"$7,759,734,349",Jun/2021,$0.50,0,NA,NA
time-not-supplied,MTZ,"MasTec, Inc.","$7,708,315,505",Jun/2021,$1.19,3,07/30/2020,$0.88
time-after-hours,UPWK,Upwork Inc.,"$7,656,992,334",Jun/2021,($0.10),2,08/04/2020,($0.09)
time-pre-market,BC,Brunswick Corporation,"$7,619,180,981",Jun/2021,$2.10,9,07/30/2020,$0.99
time-not-supplied,CACC,Credit Acceptance Corporation,"$7,332,997,915",Jun/2021,$10.72,1,07/30/2020,$8.63
time-pre-market,JHG,Janus Henderson Group plc,"$6,952,598,556",Jun/2021,$0.98,3,07/29/2020,$0.67
time-not-supplied,GIL,"Gildan Activewear, Inc.","$6,901,389,209",Jun/2021,$0.53,4,07/30/2020,($0.99)
time-pre-market,CFR,"Cullen/Frost Bankers, Inc.","$6,821,587,525",Jun/2021,$1.60,7,07/30/2020,$1.47
time-after-hours,TXRH,"Texas Roadhouse, Inc.","$6,781,067,942",Jun/2021,$1.01,10,08/03/2020,($0.48)
time-not-supplied,COLM,Columbia Sportswear Company,"$6,704,623,863",Jun/2021,($0.12),4,07/30/2020,($0.77)
time-pre-market,AER,Aercap Holdings N.V.,"$6,606,011,303",Jun/2021,$1.46,3,07/29/2020,$1.92
time-not-supplied,BRKS,"Brooks Automation, Inc.","$6,587,147,993",Jun/2021,$0.70,3,07/30/2020,$0.32
time-not-supplied,X,United States Steel Corporation,"$6,531,197,412",Jun/2021,$3.16,2,07/30/2020,($2.67)
time-pre-market,OMCL,"Omnicell, Inc.","$6,527,725,113",Jun/2021,$0.55,2,07/28/2020,$0.16
time-not-supplied,HBI,Hanesbrands Inc.,"$6,336,445,254",Jun/2021,$0.39,4,07/30/2020,$0.60
time-not-supplied,RDFN,Redfin Corporation,"$6,000,073,939",Jun/2021,($0.34),8,07/30/2020,($0.08)
time-after-hours,DV,"DoubleVerify Holdings, Inc.","$5,968,955,687",Jun/2021,$0.01,0,NA,NA
time-not-supplied,RARE,Ultragenyx Pharmaceutical Inc.,"$5,909,462,928",Jun/2021,($1.28),10,07/30/2020,($0.82)
time-pre-market,COR,CoreSite Realty Corporation,"$5,888,923,902",Jun/2021,$1.35,9,07/30/2020,$1.35
time-after-hours,CUZ,Cousins Properties Incorporated,"$5,666,664,139",Jun/2021,$0.68,4,07/30/2020,$0.66
time-after-hours,CC,Chemours Company (The),"$5,601,410,499",Jun/2021,$0.85,4,07/30/2020,$0.18
time-not-supplied,TFSL,TFS Financial Corporation,"$5,570,236,989",Jun/2021,$0.06,1,07/30/2020,$0.10
time-after-hours,NATI,National Instruments Corporation,"$5,553,816,919",Jun/2021,$0.21,1,07/30/2020,$0.17
time-not-supplied,SEM,Select Medical Holdings Corporation,"$5,529,735,333",Jun/2021,$0.60,2,07/30/2020,$0.38
time-not-supplied,FLS,Flowserve Corporation,"$5,505,817,369",Jun/2021,$0.41,5,07/30/2020,$0.53
time-not-supplied,SSB,South State Corporation,"$5,498,342,427",Jun/2021,$1.63,5,07/30/2020,$0.89
time-not-supplied,TIMB,TIM S.A.,"$5,495,225,976",Jun/2021,$0.11,0,NA,$0.10
time-pre-market,SAIA,"Saia, Inc.","$5,426,847,247",Jun/2021,$1.98,8,07/29/2020,$1.07
time-pre-market,ADS,Alliance Data Systems Corporation,"$5,164,297,042",Jun/2021,$3.75,12,07/23/2020,$1.76
time-not-supplied,QDEL,Quidel Corporation,"$5,012,911,632",Jun/2021,$1.58,3,07/30/2020,$1.77
time-not-supplied,POWI,"Power Integrations, Inc.","$4,969,479,470",Jun/2021,$0.63,4,07/30/2020,$0.23
time-pre-market,IDA,"IDACORP, Inc.","$4,965,166,332",Jun/2021,,0,07/30/2020,$1.19
time-not-supplied,BPMC,Blueprint Medicines Corporation,"$4,822,510,621",Jun/2021,($1.77),8,07/30/2020,($2.28)
time-not-supplied,EXPO,"Exponent, Inc.","$4,693,665,253",Jun/2021,$0.42,2,07/30/2020,$0.31
time-pre-market,FCN,"FTI Consulting, Inc.","$4,636,298,066",Jun/2021,$1.44,2,07/30/2020,$1.32
time-not-supplied,GRA,W.R. Grace & Co.,"$4,598,665,499",Jun/2021,$0.97,2,07/30/2020,$0.49
time-not-supplied,GSHD,"Goosehead Insurance, Inc.","$4,296,661,562",Jun/2021,$0.12,3,07/30/2020,$0.19
time-not-supplied,SHAK,"Shake Shack, Inc.","$4,288,671,864",Jun/2021,($0.07),11,07/30/2020,($0.45)
time-after-hours,WWE,"World Wrestling Entertainment, Inc.","$4,247,936,784",Jun/2021,$0.24,3,07/30/2020,$0.45
time-not-supplied,OSTK,"Overstock.com, Inc.","$4,187,551,376",Jun/2021,$0.84,2,07/30/2020,$0.84
time-pre-market,MTSI,"MACOM Technology Solutions Holdings, Inc.","$4,120,849,253",Jun/2021,$0.40,8,07/29/2020,$0.20
time-pre-market,TIGO,Millicom International Cellular S.A.,"$4,086,864,346",Jun/2021,,0,07/30/2020,($0.87)
time-after-hours,AUY,Yamana Gold Inc.,"$4,016,680,091",Jun/2021,$0.04,4,07/23/2020,$0.07
time-pre-market,SNDR,"Schneider National, Inc.","$3,801,648,301",Jun/2021,$0.41,6,07/30/2020,$0.26
time-after-hours,KNSL,"Kinsale Capital Group, Inc.","$3,785,687,245",Jun/2021,$1.09,3,07/30/2020,$0.84
time-not-supplied,ROG,Rogers Corporation,"$3,671,137,493",Jun/2021,$1.88,2,07/30/2020,$1.13
time-not-supplied,SWN,Southwestern Energy Company,"$3,662,567,073",Jun/2021,$0.22,9,07/30/2020,$0
time-pre-market,EXLS,"ExlService Holdings, Inc.","$3,595,025,137",Jun/2021,$0.84,5,08/06/2020,$0.35
time-after-hours,EBC,"Eastern Bankshares, Inc.","$3,593,226,882",Jun/2021,$0.20,0,NA,NA
time-pre-market,KEX,Kirby Corporation,"$3,547,397,100",Jun/2021,$0.12,3,07/30/2020,$0.42
time-not-supplied,SPSC,"SPS Commerce, Inc.","$3,514,235,947",Jun/2021,$0.25,4,07/30/2020,$0.31
time-after-hours,MMSI,"Merit Medical Systems, Inc.","$3,509,349,788",Jun/2021,$0.44,5,07/29/2020,$0.31
time-not-supplied,AGIO,"Agios Pharmaceuticals, Inc.","$3,453,701,533",Jun/2021,($1.39),6,07/30/2020,($1.31)
time-not-supplied,HGV,Hilton Grand Vacations Inc.,"$3,430,460,893",Jun/2021,$0.21,3,07/30/2020,($0.56)
time-not-supplied,DAN,Dana Incorporated,"$3,341,200,170",Jun/2021,$0.54,5,07/30/2020,($0.69)
time-pre-market,MDC,"M.D.C. Holdings, Inc.","$3,334,184,571",Jun/2021,$1.98,4,07/28/2020,$1.21
time-after-hours,FHI,"Federated Hermes, Inc.","$3,330,830,914",Jun/2021,$0.67,4,07/30/2020,$0.80
time-not-supplied,BAND,Bandwidth Inc.,"$3,269,313,935",Jun/2021,($0.04),5,07/30/2020,$0.05
time-after-hours,OFC,Corporate Office Properties Trust,"$3,267,564,910",Jun/2021,$0.56,6,07/30/2020,$0.51
time-not-supplied,TWOU,"2U, Inc.","$3,260,409,878",Jun/2021,($0.50),5,07/30/2020,($0.67)
time-after-hours,CWST,"Casella Waste Systems, Inc.","$3,238,458,082",Jun/2021,$0.24,4,08/03/2020,$0.27
time-not-supplied,TEX,Terex Corporation,"$3,217,082,000",Jun/2021,$0.50,7,07/30/2020,($0.05)
time-not-supplied,VC,Visteon Corporation,"$3,215,385,451",Jun/2021,$0.18,8,07/30/2020,($1.44)
time-not-supplied,EBS,"Emergent Biosolutions, Inc.","$3,103,670,885",Jun/2021,$1.81,2,07/30/2020,$1.98
time-pre-market,TMHC,Taylor Morrison Home Corporation,"$3,074,321,958",Jun/2021,$1.01,5,07/30/2020,$0.80
time-pre-market,PRG,"PROG Holdings, Inc.","$3,063,621,493",Jun/2021,$0.86,4,07/29/2020,$1.18
time-after-hours,WERN,"Werner Enterprises, Inc.","$3,061,070,930",Jun/2021,$0.86,6,07/29/2020,$0.62
time-not-supplied,GPI,"Group 1 Automotive, Inc.","$3,042,383,235",Jun/2021,$10.50,1,07/30/2020,$3.77
time-pre-market,ITGR,Integer Holdings Corporation,"$2,989,850,956",Jun/2021,$0.91,1,07/30/2020,$0.32
time-pre-market,CNX,CNX Resources Corporation,"$2,973,646,215",Jun/2021,$0.21,7,07/30/2020,$0.13
time-pre-market,CWT,California Water  Service Group Holding,"$2,940,804,750",Jun/2021,$0.34,1,07/30/2020,$0.11
time-not-supplied,EGHT,8x8 Inc,"$2,921,675,992",Jun/2021,($0.23),5,07/30/2020,($0.30)
time-pre-market,COOP,Mr. Cooper Group Inc.,"$2,895,868,147",Jun/2021,$1.60,3,07/30/2020,$2.85
time-not-supplied,SPXC,SPX Corporation,"$2,868,617,146",Jun/2021,$0.41,2,07/30/2020,$0.64
time-after-hours,MATX,"Matson, Inc.","$2,846,769,682",Jun/2021,$3.67,1,08/05/2020,$0.76
time-pre-market,PRFT,"Perficient, Inc.","$2,749,824,810",Jun/2021,$0.67,3,07/30/2020,$0.41
time-not-supplied,FORM,"FormFactor, Inc.","$2,736,977,001",Jun/2021,$0.29,4,07/30/2020,$0.28
time-not-supplied,ACA,"Arcosa, Inc.","$2,666,922,715",Jun/2021,$0.56,1,07/30/2020,$0.73
time-after-hours,AX,"Axos Financial, Inc.","$2,665,723,320",Jun/2021,$0.86,6,07/29/2020,$0.78
time-not-supplied,SM,SM Energy Company,"$2,663,407,760",Jun/2021,($0.20),5,07/30/2020,($0.15)
time-not-supplied,SHEN,Shenandoah Telecommunications Co,"$2,654,478,369",Jun/2021,$0.67,3,07/30/2020,$0.58
time-after-hours,MTX,Minerals Technologies Inc.,"$2,622,500,735",Jun/2021,$1.24,3,07/30/2020,$0.85
time-not-supplied,MDRX,"Allscripts Healthcare Solutions, Inc.","$2,560,736,111",Jun/2021,$0.12,7,07/30/2020,$0.14
time-after-hours,VCYT,"Veracyte, Inc.","$2,553,416,394",Jun/2021,($0.25),6,07/30/2020,($0.22)
time-not-supplied,OPK,"Opko Health, Inc.","$2,522,500,983",Jun/2021,$0.02,3,07/30/2020,$0.05
time-pre-market,COLB,"Columbia Banking System, Inc.","$2,521,797,557",Jun/2021,$0.67,3,07/23/2020,$0.52
time-not-supplied,MD,"Mednax, Inc","$2,500,346,611",Jun/2021,$0.30,5,07/30/2020,$0.26
time-pre-market,PRLB,"Proto Labs, Inc.","$2,475,463,292",Jun/2021,$0.31,1,07/28/2020,$0.47
time-not-supplied,CVA,Covanta Holding Corporation,"$2,470,635,144",Jun/2021,($0.01),4,07/30/2020,($0.10)
time-after-hours,FWRD,Forward Air Corporation,"$2,396,047,746",Jun/2021,$0.93,3,07/30/2020,$0.33
time-not-supplied,SBH,"Sally Beauty Holdings, Inc.","$2,383,328,745",Jun/2021,$0.62,6,07/30/2020,($0.11)
time-pre-market,EVA,"Enviva Partners, LP","$2,377,914,935",Jun/2021,$0.16,1,08/05/2020,$0.03
time-pre-market,VSTO,Vista Outdoor Inc.,"$2,358,594,391",Jun/2021,$0.89,7,08/06/2020,$0.51
time-not-supplied,HUBG,"Hub Group, Inc.","$2,287,325,096",Jun/2021,$0.70,6,07/30/2020,$0.60
time-pre-market,THRM,Gentherm Inc,"$2,276,962,577",Jun/2021,$0.69,3,08/04/2020,($0.30)
time-after-hours,SIMO,Silicon Motion Technology Corporation,"$2,224,034,379",Jun/2021,$1.31,3,07/29/2020,$0.80
time-not-supplied,NTCT,"NetScout Systems, Inc.","$2,124,810,072",Jun/2021,$0.05,2,07/30/2020,$0.04
time-not-supplied,PQG,PQ Group Holdings Inc.,"$2,088,097,984",Jun/2021,$0.07,4,07/30/2020,$0.22
time-after-hours,SKYW,"SkyWest, Inc.","$2,084,809,639",Jun/2021,$0.28,3,07/30/2020,($0.51)
time-after-hours,WRE,Washington Real Estate Investment Trust,"$2,064,646,229",Jun/2021,$0.33,4,07/28/2020,$0.38
time-pre-market,RLGY,Realogy Holdings Corp.,"$2,045,575,442",Jun/2021,$0.98,1,07/30/2020,$0.46
time-not-supplied,PACK,Ranpak Holdings Corp,"$2,045,098,680",Jun/2021,,0,NA,($0.12)
time-not-supplied,HTGC,"Hercules Capital, Inc.","$1,996,570,027",Jun/2021,$0.32,5,07/30/2020,$0.32
time-not-supplied,BGS,"B&G Foods, Inc.","$1,984,004,558",Jun/2021,$0.44,3,07/30/2020,$0.71
time-after-hours,CXP,"Columbia Property Trust, Inc.","$1,983,789,788",Jun/2021,$0.32,1,07/30/2020,$0.40
time-pre-market,SAH,"Sonic Automotive, Inc.","$1,976,999,798",Jun/2021,$1.20,5,07/30/2020,$0.64
time-not-supplied,RILY,"B. Riley Financial, Inc.","$1,956,945,651",Jun/2021,,0,NA,$3.39
time-not-supplied,INT,World Fuel Services Corporation,"$1,916,021,409",Jun/2021,$0.30,2,07/30/2020,$0.13
time-not-supplied,CBD,Companhia Brasileira de Distribuicao,"$1,907,979,641",Jun/2021,$0.04,1,07/30/2020,$0.19
time-not-supplied,CVCO,"Cavco Industries, Inc.","$1,904,557,222",Jun/2021,$2.11,1,07/30/2020,$1.80
time-pre-market,BSIG,BrightSphere Investment Group Inc.,"$1,891,812,710",Jun/2021,$0.36,2,08/06/2020,$0.41
time-not-supplied,DLX,Deluxe Corporation,"$1,848,851,000",Jun/2021,,0,NA,$1.05
time-not-supplied,CRS,Carpenter Technology Corporation,"$1,843,482,897",Jun/2021,($0.51),3,07/30/2020,($0.31)
